Created as New Dataset,Sample 009 By User Date Wednesday, March 05 2025
cm-1,%T
4000,00,100,12
3999,00,100,13
3998,00,100,14
3997,00,100,14
3996,00,100,14
3995,00,100,12
3994,00,100,12
3993,00,100,12
3992,00,100,12
3991,00,100,12
3990,00,100,12
3989,00,100,12
3988,00,100,12
3987,00,100,12
3986,00,100,12
3985,00,100,12
3984,00,100,11
3983,00,100,11
3982,00,100,12
3981,00,100,12
3980,00,100,11
3979,00,100,11
3978,00,100,11
3977,00,100,10
3976,00,100,09
3975,00,100,09
3974,00,100,09
3973,00,100,09
3972,00,100,10
3971,00,100,10
3970,00,100,10
3969,00,100,10
3968,00,100,11
3967,00,100,12
3966,00,100,13
3965,00,100,14
3964,00,100,14
3963,00,100,12
3962,00,100,12
3961,00,100,12
3960,00,100,12
3959,00,100,13
3958,00,100,14
3957,00,100,14
3956,00,100,13
3955,00,100,13
3954,00,100,13
3953,00,100,13
3952,00,100,13
3951,00,100,12
3950,00,100,12
3949,00,100,13
3948,00,100,14
3947,00,100,15
3946,00,100,14
3945,00,100,13
3944,00,100,12
3943,00,100,11
3942,00,100,10
3941,00,100,09
3940,00,100,09
3939,00,100,10
3938,00,100,11
3937,00,100,12
3936,00,100,12
3935,00,100,12
3934,00,100,12
3933,00,100,12
3932,00,100,13
3931,00,100,12
3930,00,100,11
3929,00,100,11
3928,00,100,11
3927,00,100,11
3926,00,100,12
3925,00,100,12
3924,00,100,11
3923,00,100,12
3922,00,100,12
3921,00,100,13
3920,00,100,14
3919,00,100,14
3918,00,100,14
3917,00,100,14
3916,00,100,13
3915,00,100,13
3914,00,100,13
3913,00,100,13
3912,00,100,14
3911,00,100,14
3910,00,100,14
3909,00,100,14
3908,00,100,14
3907,00,100,14
3906,00,100,13
3905,00,100,13
3904,00,100,13
3903,00,100,14
3902,00,100,14
3901,00,100,13
3900,00,100,12
3899,00,100,11
3898,00,100,12
3897,00,100,13
3896,00,100,14
3895,00,100,14
3894,00,100,12
3893,00,100,10
3892,00,100,09
3891,00,100,09
3890,00,100,10
3889,00,100,12
3888,00,100,13
3887,00,100,13
3886,00,100,13
3885,00,100,13
3884,00,100,13
3883,00,100,13
3882,00,100,12
3881,00,100,12
3880,00,100,12
3879,00,100,12
3878,00,100,13
3877,00,100,14
3876,00,100,14
3875,00,100,15
3874,00,100,15
3873,00,100,16
3872,00,100,16
3871,00,100,16
3870,00,100,15
3869,00,100,14
3868,00,100,13
3867,00,100,13
3866,00,100,13
3865,00,100,13
3864,00,100,13
3863,00,100,13
3862,00,100,13
3861,00,100,12
3860,00,100,13
3859,00,100,13
3858,00,100,13
3857,00,100,11
3856,00,100,11
3855,00,100,12
3854,00,100,15
3853,00,100,18
3852,00,100,20
3851,00,100,20
3850,00,100,18
3849,00,100,16
3848,00,100,15
3847,00,100,15
3846,00,100,16
3845,00,100,16
3844,00,100,17
3843,00,100,18
3842,00,100,19
3841,00,100,19
3840,00,100,19
3839,00,100,19
3838,00,100,18
3837,00,100,17
3836,00,100,17
3835,00,100,16
3834,00,100,16
3833,00,100,15
3832,00,100,14
3831,00,100,13
3830,00,100,12
3829,00,100,12
3828,00,100,12
3827,00,100,12
3826,00,100,12
3825,00,100,13
3824,00,100,14
3823,00,100,15
3822,00,100,16
3821,00,100,16
3820,00,100,17
3819,00,100,18
3818,00,100,18
3817,00,100,18
3816,00,100,18
3815,00,100,17
3814,00,100,16
3813,00,100,15
3812,00,100,14
3811,00,100,14
3810,00,100,14
3809,00,100,15
3808,00,100,15
3807,00,100,15
3806,00,100,15
3805,00,100,15
3804,00,100,16
3803,00,100,17
3802,00,100,17
3801,00,100,15
3800,00,100,14
3799,00,100,13
3798,00,100,12
3797,00,100,12
3796,00,100,12
3795,00,100,12
3794,00,100,12
3793,00,100,11
3792,00,100,10
3791,00,100,10
3790,00,100,10
3789,00,100,10
3788,00,100,10
3787,00,100,10
3786,00,100,09
3785,00,100,09
3784,00,100,09
3783,00,100,09
3782,00,100,09
3781,00,100,10
3780,00,100,11
3779,00,100,11
3778,00,100,10
3777,00,100,10
3776,00,100,10
3775,00,100,10
3774,00,100,10
3773,00,100,10
3772,00,100,10
3771,00,100,10
3770,00,100,10
3769,00,100,11
3768,00,100,11
3767,00,100,12
3766,00,100,11
3765,00,100,11
3764,00,100,11
3763,00,100,11
3762,00,100,11
3761,00,100,12
3760,00,100,11
3759,00,100,11
3758,00,100,11
3757,00,100,11
3756,00,100,10
3755,00,100,10
3754,00,100,11
3753,00,100,14
3752,00,100,16
3751,00,100,19
3750,00,100,20
3749,00,100,21
3748,00,100,21
3747,00,100,20
3746,00,100,20
3745,00,100,19
3744,00,100,18
3743,00,100,17
3742,00,100,16
3741,00,100,15
3740,00,100,15
3739,00,100,16
3738,00,100,18
3737,00,100,19
3736,00,100,20
3735,00,100,18
3734,00,100,16
3733,00,100,15
3732,00,100,16
3731,00,100,16
3730,00,100,17
3729,00,100,17
3728,00,100,18
3727,00,100,17
3726,00,100,16
3725,00,100,15
3724,00,100,14
3723,00,100,13
3722,00,100,12
3721,00,100,11
3720,00,100,11
3719,00,100,11
3718,00,100,11
3717,00,100,11
3716,00,100,11
3715,00,100,11
3714,00,100,12
3713,00,100,14
3712,00,100,15
3711,00,100,16
3710,00,100,16
3709,00,100,16
3708,00,100,16
3707,00,100,15
3706,00,100,14
3705,00,100,13
3704,00,100,12
3703,00,100,12
3702,00,100,11
3701,00,100,11
3700,00,100,12
3699,00,100,13
3698,00,100,14
3697,00,100,14
3696,00,100,14
3695,00,100,15
3694,00,100,17
3693,00,100,19
3692,00,100,20
3691,00,100,20
3690,00,100,21
3689,00,100,22
3688,00,100,25
3687,00,100,28
3686,00,100,29
3685,00,100,31
3684,00,100,33
3683,00,100,37
3682,00,100,41
3681,00,100,46
3680,00,100,50
3679,00,100,54
3678,00,100,59
3677,00,100,65
3676,00,100,70
3675,00,100,74
3674,00,100,76
3673,00,100,79
3672,00,100,83
3671,00,100,85
3670,00,100,87
3669,00,100,87
3668,00,100,87
3667,00,100,87
3666,00,100,89
3665,00,100,90
3664,00,100,92
3663,00,100,94
3662,00,100,96
3661,00,100,96
3660,00,100,97
3659,00,100,98
3658,00,100,98
3657,00,100,98
3656,00,100,98
3655,00,100,98
3654,00,100,99
3653,00,100,99
3652,00,100,98
3651,00,100,96
3650,00,100,94
3649,00,100,93
3648,00,100,92
3647,00,100,90
3646,00,100,88
3645,00,100,85
3644,00,100,82
3643,00,100,79
3642,00,100,76
3641,00,100,71
3640,00,100,68
3639,00,100,68
3638,00,100,70
3637,00,100,70
3636,00,100,68
3635,00,100,62
3634,00,100,55
3633,00,100,49
3632,00,100,44
3631,00,100,41
3630,00,100,39
3629,00,100,36
3628,00,100,33
3627,00,100,32
3626,00,100,32
3625,00,100,31
3624,00,100,30
3623,00,100,28
3622,00,100,27
3621,00,100,26
3620,00,100,24
3619,00,100,22
3618,00,100,20
3617,00,100,20
3616,00,100,22
3615,00,100,23
3614,00,100,23
3613,00,100,21
3612,00,100,19
3611,00,100,18
3610,00,100,18
3609,00,100,18
3608,00,100,17
3607,00,100,17
3606,00,100,15
3605,00,100,14
3604,00,100,13
3603,00,100,12
3602,00,100,11
3601,00,100,11
3600,00,100,11
3599,00,100,11
3598,00,100,12
3597,00,100,13
3596,00,100,13
3595,00,100,14
3594,00,100,14
3593,00,100,15
3592,00,100,15
3591,00,100,16
3590,00,100,15
3589,00,100,13
3588,00,100,11
3587,00,100,09
3586,00,100,09
3585,00,100,11
3584,00,100,13
3583,00,100,14
3582,00,100,13
3581,00,100,12
3580,00,100,10
3579,00,100,10
3578,00,100,10
3577,00,100,11
3576,00,100,12
3575,00,100,12
3574,00,100,12
3573,00,100,11
3572,00,100,11
3571,00,100,11
3570,00,100,12
3569,00,100,13
3568,00,100,13
3567,00,100,11
3566,00,100,10
3565,00,100,09
3564,00,100,08
3563,00,100,08
3562,00,100,07
3561,00,100,08
3560,00,100,09
3559,00,100,10
3558,00,100,10
3557,00,100,10
3556,00,100,09
3555,00,100,10
3554,00,100,10
3553,00,100,11
3552,00,100,10
3551,00,100,10
3550,00,100,10
3549,00,100,11
3548,00,100,13
3547,00,100,14
3546,00,100,14
3545,00,100,12
3544,00,100,10
3543,00,100,08
3542,00,100,08
3541,00,100,08
3540,00,100,08
3539,00,100,08
3538,00,100,07
3537,00,100,08
3536,00,100,09
3535,00,100,10
3534,00,100,11
3533,00,100,12
3532,00,100,12
3531,00,100,11
3530,00,100,10
3529,00,100,09
3528,00,100,10
3527,00,100,10
3526,00,100,11
3525,00,100,11
3524,00,100,10
3523,00,100,10
3522,00,100,10
3521,00,100,10
3520,00,100,10
3519,00,100,10
3518,00,100,09
3517,00,100,08
3516,00,100,08
3515,00,100,08
3514,00,100,09
3513,00,100,09
3512,00,100,08
3511,00,100,07
3510,00,100,06
3509,00,100,07
3508,00,100,07
3507,00,100,08
3506,00,100,08
3505,00,100,09
3504,00,100,08
3503,00,100,08
3502,00,100,07
3501,00,100,07
3500,00,100,07
3499,00,100,08
3498,00,100,08
3497,00,100,08
3496,00,100,07
3495,00,100,06
3494,00,100,06
3493,00,100,06
3492,00,100,08
3491,00,100,09
3490,00,100,11
3489,00,100,12
3488,00,100,13
3487,00,100,12
3486,00,100,12
3485,00,100,12
3484,00,100,12
3483,00,100,11
3482,00,100,11
3481,00,100,11
3480,00,100,11
3479,00,100,12
3478,00,100,13
3477,00,100,12
3476,00,100,11
3475,00,100,09
3474,00,100,10
3473,00,100,10
3472,00,100,10
3471,00,100,10
3470,00,100,09
3469,00,100,10
3468,00,100,12
3467,00,100,14
3466,00,100,15
3465,00,100,15
3464,00,100,15
3463,00,100,13
3462,00,100,12
3461,00,100,10
3460,00,100,09
3459,00,100,09
3458,00,100,09
3457,00,100,10
3456,00,100,11
3455,00,100,12
3454,00,100,13
3453,00,100,14
3452,00,100,14
3451,00,100,15
3450,00,100,15
3449,00,100,15
3448,00,100,15
3447,00,100,15
3446,00,100,14
3445,00,100,13
3444,00,100,14
3443,00,100,15
3442,00,100,16
3441,00,100,16
3440,00,100,15
3439,00,100,13
3438,00,100,12
3437,00,100,11
3436,00,100,12
3435,00,100,12
3434,00,100,12
3433,00,100,11
3432,00,100,09
3431,00,100,08
3430,00,100,08
3429,00,100,08
3428,00,100,09
3427,00,100,10
3426,00,100,11
3425,00,100,11
3424,00,100,11
3423,00,100,10
3422,00,100,08
3421,00,100,06
3420,00,100,05
3419,00,100,04
3418,00,100,04
3417,00,100,04
3416,00,100,04
3415,00,100,03
3414,00,100,02
3413,00,100,02
3412,00,100,02
3411,00,100,02
3410,00,100,02
3409,00,100,01
3408,00,100,00
3407,00,99,99
3406,00,99,98
3405,00,99,98
3404,00,99,97
3403,00,99,96
3402,00,99,94
3401,00,99,93
3400,00,99,93
3399,00,99,93
3398,00,99,93
3397,00,99,93
3396,00,99,92
3395,00,99,89
3394,00,99,86
3393,00,99,85
3392,00,99,86
3391,00,99,87
3390,00,99,87
3389,00,99,85
3388,00,99,82
3387,00,99,80
3386,00,99,79
3385,00,99,79
3384,00,99,80
3383,00,99,80
3382,00,99,80
3381,00,99,80
3380,00,99,81
3379,00,99,82
3378,00,99,83
3377,00,99,84
3376,00,99,85
3375,00,99,84
3374,00,99,83
3373,00,99,82
3372,00,99,81
3371,00,99,82
3370,00,99,83
3369,00,99,83
3368,00,99,83
3367,00,99,83
3366,00,99,84
3365,00,99,84
3364,00,99,84
3363,00,99,84
3362,00,99,84
3361,00,99,85
3360,00,99,85
3359,00,99,85
3358,00,99,85
3357,00,99,85
3356,00,99,85
3355,00,99,86
3354,00,99,87
3353,00,99,87
3352,00,99,87
3351,00,99,87
3350,00,99,87
3349,00,99,88
3348,00,99,89
3347,00,99,91
3346,00,99,92
3345,00,99,92
3344,00,99,92
3343,00,99,91
3342,00,99,91
3341,00,99,91
3340,00,99,91
3339,00,99,92
3338,00,99,93
3337,00,99,95
3336,00,99,97
3335,00,99,99
3334,00,100,00
3333,00,100,00
3332,00,100,00
3331,00,99,99
3330,00,99,98
3329,00,99,98
3328,00,99,99
3327,00,99,99
3326,00,99,99
3325,00,100,00
3324,00,100,01
3323,00,100,02
3322,00,100,02
3321,00,100,02
3320,00,100,02
3319,00,100,01
3318,00,100,00
3317,00,99,99
3316,00,99,99
3315,00,99,99
3314,00,99,99
3313,00,100,00
3312,00,100,01
3311,00,100,01
3310,00,100,02
3309,00,100,01
3308,00,100,01
3307,00,100,02
3306,00,100,02
3305,00,100,02
3304,00,100,03
3303,00,100,03
3302,00,100,04
3301,00,100,04
3300,00,100,04
3299,00,100,04
3298,00,100,03
3297,00,100,02
3296,00,100,03
3295,00,100,03
3294,00,100,03
3293,00,100,03
3292,00,100,03
3291,00,100,04
3290,00,100,04
3289,00,100,03
3288,00,100,03
3287,00,100,04
3286,00,100,04
3285,00,100,04
3284,00,100,05
3283,00,100,06
3282,00,100,06
3281,00,100,06
3280,00,100,05
3279,00,100,04
3278,00,100,05
3277,00,100,06
3276,00,100,07
3275,00,100,08
3274,00,100,08
3273,00,100,07
3272,00,100,07
3271,00,100,07
3270,00,100,07
3269,00,100,07
3268,00,100,07
3267,00,100,07
3266,00,100,07
3265,00,100,06
3264,00,100,06
3263,00,100,05
3262,00,100,05
3261,00,100,05
3260,00,100,05
3259,00,100,04
3258,00,100,04
3257,00,100,05
3256,00,100,08
3255,00,100,10
3254,00,100,11
3253,00,100,09
3252,00,100,08
3251,00,100,07
3250,00,100,07
3249,00,100,08
3248,00,100,10
3247,00,100,11
3246,00,100,12
3245,00,100,12
3244,00,100,13
3243,00,100,14
3242,00,100,15
3241,00,100,15
3240,00,100,15
3239,00,100,14
3238,00,100,14
3237,00,100,14
3236,00,100,14
3235,00,100,14
3234,00,100,14
3233,00,100,14
3232,00,100,14
3231,00,100,13
3230,00,100,12
3229,00,100,11
3228,00,100,11
3227,00,100,11
3226,00,100,12
3225,00,100,14
3224,00,100,15
3223,00,100,15
3222,00,100,16
3221,00,100,16
3220,00,100,16
3219,00,100,16
3218,00,100,17
3217,00,100,17
3216,00,100,17
3215,00,100,15
3214,00,100,14
3213,00,100,13
3212,00,100,13
3211,00,100,13
3210,00,100,14
3209,00,100,14
3208,00,100,14
3207,00,100,14
3206,00,100,14
3205,00,100,14
3204,00,100,15
3203,00,100,15
3202,00,100,15
3201,00,100,15
3200,00,100,15
3199,00,100,15
3198,00,100,16
3197,00,100,16
3196,00,100,16
3195,00,100,17
3194,00,100,17
3193,00,100,17
3192,00,100,17
3191,00,100,17
3190,00,100,18
3189,00,100,18
3188,00,100,19
3187,00,100,20
3186,00,100,19
3185,00,100,19
3184,00,100,18
3183,00,100,17
3182,00,100,16
3181,00,100,15
3180,00,100,15
3179,00,100,16
3178,00,100,18
3177,00,100,19
3176,00,100,18
3175,00,100,16
3174,00,100,15
3173,00,100,15
3172,00,100,15
3171,00,100,15
3170,00,100,14
3169,00,100,13
3168,00,100,13
3167,00,100,15
3166,00,100,16
3165,00,100,17
3164,00,100,16
3163,00,100,14
3162,00,100,14
3161,00,100,14
3160,00,100,15
3159,00,100,15
3158,00,100,14
3157,00,100,13
3156,00,100,12
3155,00,100,11
3154,00,100,12
3153,00,100,13
3152,00,100,14
